"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.1209997945015,7.59610667043376,-1.16322727334205,-1.90207240839521,5.34468719979345,1.65212167311618,-0.720001370763242,0.475945774303889,-0.851599076859247,4.14679065254406,5.56859004449994,0.919043187934844,-3.63717998950312,1.31018249305862,3.01062150755484,2.16574984620877,0.309058955126078,-6.06469597152088,0.488331221770133,0.344839022332364
