"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.00232214758375449,0.000601002745014512,-1.40941087605628,-4.15357621294734,3.72850680669254,3.30620331080235,-1.32555267402748,-0.893775861468981,-1.262258022081,3.36657812982477,6.93485751296691,2.0548485413488,-4.95927792090293,-1.27405992075714,3.36687613574858,2.93485932008224,0.303340051786506,-6.88912743739434,-2.38964035458972,1.25361881363392
